occurrenceID	eventID	samplingProtocol	habitat	occurrenceRemarks	fieldNotes	decimalLatitude	decimalLongitude	Datum	coordinateUncertaintyInMeters	scientificName	organismQuantity	organismQuantityType	eventDate	Year	kingdom	eventRemarks
MuSGrowth_0257	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0258	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0264	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0265	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0266	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0267	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0268	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0274	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0275	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0276	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0277	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0278	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.70	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0279	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0280	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0281	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0282	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0283	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0294	MuSGrowth_OTC 13	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	0.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0295	MuSGrowth_OTC 13	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	0.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0296	MuSGrowth_OTC 13	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	0.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0297	MuSGrowth_OTC 13	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	0.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0298	MuSGrowth_OTC 13	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	0.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0299	MuSGrowth_OTC 14	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0300	MuSGrowth_OTC 14	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0301	MuSGrowth_OTC 14	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0302	MuSGrowth_OTC 14	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0303	MuSGrowth_OTC 15	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	4.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0304	MuSGrowth_OTC 15	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	4.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0305	MuSGrowth_OTC 15	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	4.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0306	MuSGrowth_OTC 15	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	4.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0307	MuSGrowth_OTC 15	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	4.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0308	MuSGrowth_OTC 16	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0309	MuSGrowth_OTC 16	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0310	MuSGrowth_OTC 16	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0311	MuSGrowth_OTC 16	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0322	MuSGrowth_OTC 19	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0323	MuSGrowth_OTC 19	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0324	MuSGrowth_OTC 19	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0325	MuSGrowth_OTC 19	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0326	MuSGrowth_OTC 19	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0327	MuSGrowth_OTC 20	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0328	MuSGrowth_OTC 20	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0329	MuSGrowth_OTC 20	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0330	MuSGrowth_OTC 20	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0331	MuSGrowth_OTC 20	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0344	MuSGrowth_OTC 24	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0345	MuSGrowth_OTC 24	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0346	MuSGrowth_OTC 24	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0347	MuSGrowth_OTC 24	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0348	MuSGrowth_OTC 24	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0349	MuSGrowth_OTC 25	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0350	MuSGrowth_OTC 25	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0351	MuSGrowth_OTC 25	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0352	MuSGrowth_OTC 25	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	8.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0353	MuSGrowth_OTC 26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.00	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0354	MuSGrowth_OTC 26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0355	MuSGrowth_OTC 26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0356	MuSGrowth_OTC 26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2018-10-02/2019-10-09	2019	Plantae	
MuSGrowth_0601	MuSGrowth_OTC 04	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0602	MuSGrowth_OTC 04	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0603	MuSGrowth_OTC 04	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.30	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0604	MuSGrowth_OTC 04	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.70	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0605	MuSGrowth_OTC 04	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0606	MuSGrowth_OTC 04	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.30	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0607	MuSGrowth_OTC 04	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.20	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0608	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.20	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0609	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.20	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0610	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0611	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0612	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0613	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0614	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0615	MuSGrowth_OTC 05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.0	60.893342	68.682627	WGS84	30	Sphagnum balticum	0.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0625	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0626	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0627	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0628	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	4.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0629	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0630	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.70	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0631	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0632	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	4.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0633	MuSGrowth_OTC 07	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	3.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0641	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	1.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0642	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0643	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0644	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0645	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0646	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0647	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0648	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	2.00	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0649	MuSGrowth_OTC 09	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	5.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	3.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0650	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	5.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0651	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	5.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
MuSGrowth_0652	MuSGrowth_OTC 10	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog	control	6.00	60.893342	68.682627	WGS84	30	Sphagnum balticum	6.50	growth increment, cm	2019-10-09/2021-05-05	2020	Plantae	The measurements should be made on Autumn 2020, due to lack of time they were postponed till next spring. The measurements in spring were made before the beginning of growth period, just after snow melt in the bog.
